INDONESIA#D.I. ACEH#KAB. ACEH TENGAH#Takengon#41,500#4|
INDONESIA#D.I. ACEH#KAB. ACEH TENGGARA#Babul Makmur#62,500#6|
INDONESIA#D.I. ACEH#KAB. ACEH TENGGARA#Babul Rahmat#62,500#6|
INDONESIA#D.I. ACEH#KAB. ACEH TENGGARA#Babussalam#62,500#6|
INDONESIA#D.I. ACEH#KAB. ACEH TENGGARA#Badar#62,500#6|
INDONESIA#D.I. ACEH#KAB. ACEH TENGGARA#Bambel#62,500#6|
INDONESIA#D.I. ACEH#KAB. ACEH TENGGARA#Bukit Tusam#62,500#6|
INDONESIA#D.I. ACEH#KAB. ACEH TENGGARA#Darul Hasanah#62,500#6|
INDONESIA#D.I. ACEH#KAB. ACEH TENGGARA#Kutacane#60,000#4|
INDONESIA#D.I. ACEH#KAB. ACEH TENGGARA#Lawe Alas#62,500#6|
INDONESIA#D.I. ACEH#KAB. ACEH TENGGARA#Lawe Bulan#62,500#6|
INDONESIA#D.I. ACEH#KAB. ACEH TENGGARA#Lawe Sigala-gala#62,500#6|
INDONESIA#D.I. ACEH#KAB. ACEH TENGGARA#Semadam#62,500#6|
INDONESIA#D.I. ACEH#KAB. ACEH TIMUR#Banda Alam#59,000#6|
INDONESIA#D.I. ACEH#KAB. ACEH TIMUR#Birem Bayeun#59,000#6|
INDONESIA#D.I. ACEH#KAB. ACEH TIMUR#Darul Aman#59,000#6|
INDONESIA#D.I. ACEH#KAB. ACEH TIMUR#Darul Iksan#59,000#6|
INDONESIA#D.I. ACEH#KAB. ACEH TIMUR#Idi Rayeuk#45,000#4|
INDONESIA#D.I. ACEH#KAB. ACEH TIMUR#Idi Tuning#59,000#6|
INDONESIA#D.I. ACEH#KAB. ACEH TIMUR#Indra Makmur#59,000#6|
INDONESIA#D.I. ACEH#KAB. ACEH TIMUR#Julok#59,000#6|
INDONESIA#D.I. ACEH#KAB. ACEH TIMUR#Madat#59,000#6|
INDONESIA#D.I. ACEH#KAB. ACEH TIMUR#Nurussalam#59,000#6|
INDONESIA#D.I. ACEH#KAB. ACEH TIMUR#Pante Beudari#59,000#6|
INDONESIA#D.I. ACEH#KAB. ACEH TIMUR#Peudawa#59,000#6|
INDONESIA#D.I. ACEH#KAB. ACEH TIMUR#Peureulak#59,000#6|
INDONESIA#D.I. ACEH#KAB. ACEH TIMUR#Peureulak Barat#59,000#6|
INDONESIA#D.I. ACEH#KAB. ACEH TIMUR#Peureulak Timur#59,000#6|
INDONESIA#D.I. ACEH#KAB. ACEH TIMUR#Rantau Selamat#59,000#6|
INDONESIA#D.I. ACEH#KAB. ACEH TIMUR#Ranto Peureulak#59,000#6|
INDONESIA#D.I. ACEH#KAB. ACEH TIMUR#Serba Jadi/Lokop#59,000#6|
INDONESIA#D.I. ACEH#KAB. ACEH TIMUR#Simpang Jernih#59,000#6|
INDONESIA#D.I. ACEH#KAB. ACEH TIMUR#Simpang Ulim#59,000#6|
INDONESIA#D.I. ACEH#KAB. ACEH TIMUR#Sungai Raya#59,000#6|
INDONESIA#D.I. ACEH#KAB. ACEH UTARA#Baktia#55,500#6|
INDONESIA#D.I. ACEH#KAB. ACEH UTARA#Baktia Barat#55,500#6|
INDONESIA#D.I. ACEH#KAB. ACEH UTARA#Cot Girek#55,500#6|
INDONESIA#D.I. ACEH#KAB. ACEH UTARA#Dewantara#55,500#6|
INDONESIA#D.I. ACEH#KAB. ACEH UTARA#Kuta Makmur#55,500#6|
INDONESIA#D.I. ACEH#KAB. ACEH UTARA#Langkahan#55,500#6|
INDONESIA#D.I. ACEH#KAB. ACEH UTARA#Lhoksukon#41,500#4|
INDONESIA#D.I. ACEH#KAB. ACEH UTARA#Matang Kuli#55,500#6|
INDONESIA#D.I. ACEH#KAB. ACEH UTARA#Meurah Mulia#55,500#6|
INDONESIA#D.I. ACEH#KAB. ACEH UTARA#Muara Batu#55,500#6|
INDONESIA#D.I. ACEH#KAB. ACEH UTARA#Nibong#55,500#6|
INDONESIA#D.I. ACEH#KAB. ACEH UTARA#Nisam#55,500#6|
INDONESIA#D.I. ACEH#KAB. ACEH UTARA#Paya Bakong#55,500#6|
INDONESIA#D.I. ACEH#KAB. ACEH UTARA#Samudera#55,500#6|
INDONESIA#D.I. ACEH#KAB. ACEH UTARA#Sawang#55,500#6|
INDONESIA#D.I. ACEH#KAB. ACEH UTARA#Seunuddon#55,500#6|
INDONESIA#D.I. ACEH#KAB. ACEH UTARA#Simpang Keuramat#55,500#6|
INDONESIA#D.I. ACEH#KAB. ACEH UTARA#Syamtalira Aron#55,500#6|
INDONESIA#D.I. ACEH#KAB. ACEH UTARA#Syamtalira Bayu#55,500#6|
INDONESIA#D.I. ACEH#KAB. ACEH UTARA#Tanah Luas#55,500#6|
INDONESIA#D.I. ACEH#KAB. ACEH UTARA#Tanah Jambo Aye#55,500#6|
INDONESIA#D.I. ACEH#KAB. ACEH UTARA#Tanah Pasir#55,500#6|
INDONESIA#D.I. ACEH#KAB. BENER MERIAH#Bandar#59,000#6|
INDONESIA#D.I. ACEH#KAB. BENER MERIAH#Bukit#59,000#6|
INDONESIA#D.I. ACEH#KAB. BENER MERIAH#Permata#59,000#6|
INDONESIA#D.I. ACEH#KAB. BENER MERIAH#Pintu Rime#59,000#6|
INDONESIA#D.I. ACEH#KAB. BENER MERIAH#Simpang Tiga Redelon#55,000#4|
INDONESIA#D.I. ACEH#KAB. BENER MERIAH#Syiah Kuala#59,000#6|
INDONESIA#D.I. ACEH#KAB. BENER MERIAH#Timang Gajah#59,000#6|
INDONESIA#D.I. ACEH#KAB. BENER MERIAH#Wih Pesam#59,000#6|
INDONESIA#D.I. ACEH#KAB. BIREUEN#Bireuen#41,500#4|
INDONESIA#D.I. ACEH#KAB. BIREUEN#Ganda Pura#52,000#6|
INDONESIA#D.I. ACEH#KAB. BIREUEN#Jangka#52,000#6|
INDONESIA#D.I. ACEH#KAB. BIREUEN#Jeunieb#52,000#6|
INDONESIA#D.I. ACEH#KAB. BIREUEN#Jeumpa#52,000#6|
INDONESIA#D.I. ACEH#KAB. BIREUEN#Juli#52,000#6|
INDONESIA#D.I. ACEH#KAB. BIREUEN#Kota Juang#52,000#6|
INDONESIA#D.I. ACEH#KAB. BIREUEN#Kuala#52,000#6|
INDONESIA#D.I. ACEH#KAB. BIREUEN#Kuta Blang#52,000#6|
INDONESIA#D.I. ACEH#KAB. BIREUEN#Makmur#52,000#6|
INDONESIA#D.I. ACEH#KAB. BIREUEN#Pandrah#52,000#6|
INDONESIA#D.I. ACEH#KAB. BIREUEN#Peudada#52,000#6|
INDONESIA#D.I. ACEH#KAB. BIREUEN#Peusangan#52,000#6|
INDONESIA#D.I. ACEH#KAB. BIREUEN#Peusangan Selatan#52,000#6|
INDONESIA#D.I. ACEH#KAB. BIREUEN#Peusangan Siblah Krueng#52,000#6|
INDONESIA#D.I. ACEH#KAB. BIREUEN#Primbang#52,000#6|
INDONESIA#D.I. ACEH#KAB. BIREUEN#Samalanga#52,000#6|
INDONESIA#D.I. ACEH#KAB. BIREUEN#Simpang Mamplam#52,000#6|
INDONESIA#D.I. ACEH#KAB. GAYO LUES#Blang Kejeren#53,500#4|
INDONESIA#D.I. ACEH#KAB. GAYO LUES#Kuta Panjang#62,500#6|
INDONESIA#D.I. ACEH#KAB. GAYO LUES#Pining#62,500#6|
INDONESIA#D.I. ACEH#KAB. GAYO LUES#Rikit Gaib#62,500#6|
INDONESIA#D.I. ACEH#KAB. GAYO LUES#Terangon#62,500#6|
INDONESIA#D.I. ACEH#KAB. GAYO LUES#Putri Betung#62,500#6|
INDONESIA#D.I. ACEH#KAB. GAYO LUES#Blang Pegayon#62,500#6|
INDONESIA#D.I. ACEH#KAB. GAYO LUES#Dabung Gelang#62,500#6|
INDONESIA#D.I. ACEH#KAB. GAYO LUES#Blang Jerango#62,500#6|
INDONESIA#D.I. ACEH#KAB. GAYO LUES#Teripe Jaya#62,500#6|
INDONESIA#D.I. ACEH#KAB. GAYO LUES#Pantan Jaya#62,500#6|
INDONESIA#D.I. ACEH#KAB. NAGAN RAYA#Beutong#51,000#6|
INDONESIA#D.I. ACEH#KAB. NAGAN RAYA#Darul Makmur#51,000#6|
INDONESIA#D.I. ACEH#KAB. NAGAN RAYA#Kuala#51,000#6|
INDONESIA#D.I. ACEH#KAB. NAGAN RAYA#Seunagan#51,000#6|
INDONESIA#D.I. ACEH#KAB. NAGAN RAYA#Seunagan Timur#51,000#6|
INDONESIA#D.I. ACEH#KAB. NAGAN RAYA#Suka Makmue#40,500#4|
INDONESIA#D.I. ACEH#KAB. PIDIE#Batee#53,000#6|
INDONESIA#D.I. ACEH#KAB. PIDIE#Delima#53,000#6|
INDONESIA#D.I. ACEH#KAB. PIDIE#Geumpang#53,000#6|
INDONESIA#D.I. ACEH#KAB. PIDIE#Gleumpang Baro#53,000#6|
INDONESIA#D.I. ACEH#KAB. PIDIE#Glumpang Tiga#53,000#6|
INDONESIA#D.I. ACEH#KAB. PIDIE#Grong-Grong#53,000#6|
INDONESIA#D.I. ACEH#KAB. PIDIE#Indrajaya#53,000#6|
INDONESIA#D.I. ACEH#KAB. PIDIE#Kembang Tanjung#53,000#6|
INDONESIA#D.I. ACEH#KAB. PIDIE#Sigli#40,500#4|
INDONESIA#D.I. ACEH#KAB. PIDIE#Mane#53,000#6|
INDONESIA#D.I. ACEH#KAB. PIDIE#Mila#53,000#6|
INDONESIA#D.I. ACEH#KAB. PIDIE#Muara Tiga#53,000#6|
INDONESIA#D.I. ACEH#KAB. PIDIE#Mutiara#53,000#6|
INDONESIA#D.I. ACEH#KAB. PIDIE#Mutiara Timur#53,000#6|
INDONESIA#D.I. ACEH#KAB. PIDIE#Padang Tiji#53,000#6|
INDONESIA#D.I. ACEH#KAB. PIDIE#Peukan Baro#53,000#6|
INDONESIA#D.I. ACEH#KAB. PIDIE#Pidie#53,000#6|
INDONESIA#D.I. ACEH#KAB. PIDIE#Sakti#53,000#6|
INDONESIA#D.I. ACEH#KAB. PIDIE#Simpang Tiga#53,000#6|
INDONESIA#D.I. ACEH#KAB. PIDIE#Tangse#53,000#6|
INDONESIA#D.I. ACEH#KAB. PIDIE#Tiro/Truseb#53,000#6|
INDONESIA#D.I. ACEH#KAB. PIDIE#Titeua/Keumala#53,000#6|
INDONESIA#D.I. ACEH#KAB. PIDIE JAYA#Meureudu#49,500#4|
INDONESIA#D.I. ACEH#KAB. PIDIE JAYA#Ulim#63,500#6|
INDONESIA#D.I. ACEH#KAB. PIDIE JAYA#Jangka Buya#63,500#6|
INDONESIA#D.I. ACEH#KAB. PIDIE JAYA#Bandar Dua#63,500#6|
INDONESIA#D.I. ACEH#KAB. PIDIE JAYA#Meurah Dua#63,500#6|
INDONESIA#D.I. ACEH#KAB. PIDIE JAYA#Bandar Baru#63,500#6|
INDONESIA#D.I. ACEH#KAB. PIDIE JAYA#Panteraja#63,500#6|
INDONESIA#D.I. ACEH#KAB. PIDIE JAYA#Trienggading#63,500#6|
INDONESIA#D.I. ACEH#KAB. SIMEULEU#Alafan#63,500#6|
INDONESIA#D.I. ACEH#KAB. SIMEULEU#Salang#63,500#6|
INDONESIA#D.I. ACEH#KAB. SIMEULEU#Simeulue Tengah#63,500#6|
INDONESIA#D.I. ACEH#KAB. SIMEULEU#Simeulue Timur#63,500#6|
INDONESIA#D.I. ACEH#KAB. SIMEULEU#Simuelue Barat#63,500#6|
INDONESIA#D.I. ACEH#KAB. SIMEULEU#Sinabang#62,500#4|
INDONESIA#D.I. ACEH#KAB. SIMEULEU#Teluk Dalam#63,500#6|
INDONESIA#D.I. ACEH#KAB. SIMEULEU#Teupah Selatan#63,500#6|
INDONESIA#D.I. ACEH#KAB. SIMEULEU#Teupah Barat#63,500#6|
INDONESIA#D.I. ACEH#KOTA BANDA ACEH#Banda Aceh#29,500#4|
INDONESIA#D.I. ACEH#KOTA BANDA ACEH#Meuraksa#29,500#4|
INDONESIA#D.I. ACEH#KOTA BANDA ACEH#Jaya Baru#29,500#4|
INDONESIA#D.I. ACEH#KOTA BANDA ACEH#Banda Raya#29,500#4|
INDONESIA#D.I. ACEH#KOTA BANDA ACEH#Baiturrahman#29,500#4|
INDONESIA#D.I. ACEH#KOTA BANDA ACEH#Lueng Bata#29,500#4|
INDONESIA#D.I. ACEH#KOTA BANDA ACEH#Kuta Alam#29,500#4|
INDONESIA#D.I. ACEH#KOTA BANDA ACEH#Kuta Raja#29,500#4|
INDONESIA#D.I. ACEH#KOTA BANDA ACEH#Syiah Kuala#29,500#4|
INDONESIA#D.I. ACEH#KOTA BANDA ACEH#Ulee Kareng#29,500#4|
INDONESIA#D.I. ACEH#KOTA LANGSA#Langsa#44,000#4|
INDONESIA#D.I. ACEH#KOTA LANGSA#Langsa Barat#44,000#4|
INDONESIA#D.I. ACEH#KOTA LANGSA#Langsa Kota#44,000#4|
INDONESIA#D.I. ACEH#KOTA LANGSA#Langsa Lama#44,000#4|
INDONESIA#D.I. ACEH#KOTA LANGSA#Langsa Teungoh#44,000#4|
INDONESIA#D.I. ACEH#KOTA LANGSA#Langsa Timur#44,000#4|
INDONESIA#D.I. ACEH#KOTA LHOKSEUMAWE#Banda Sakti#43,000#4|
INDONESIA#D.I. ACEH#KOTA LHOKSEUMAWE#Blang Mangat#43,000#4|
INDONESIA#D.I. ACEH#KOTA LHOKSEUMAWE#Lhokseumawe#43,000#4|
INDONESIA#D.I. ACEH#KOTA LHOKSEUMAWE#Muara Dua#43,000#4|
INDONESIA#D.I. ACEH#KOTA SABANG#Sabang#43,000#4|
INDONESIA#D.I. ACEH#KOTA SABANG#Sukakarya#43,000#4|
INDONESIA#D.I. ACEH#KOTA SABANG#Sukajaya#43,000#4|
INDONESIA#D.I. ACEH#KOTA SUBULUSSALAM#Subulussalam#43,000#4|
INDONESIA#D.I. ACEH#KOTA SUBULUSSALAM#Simpang Kiri#43,000#4|
INDONESIA#D.I. ACEH#KOTA SUBULUSSALAM#Penanggalan#43,000#4|
INDONESIA#D.I. ACEH#KOTA SUBULUSSALAM#Rundeng#43,000#4|
INDONESIA#D.I. ACEH#KOTA SUBULUSSALAM#Sultan Daulat#43,000#4|
INDONESIA#D.I. ACEH#KOTA SUBULUSSALAM#Longkip#43,000#4|
INDONESIA#SUMATERA UTARA#KAB. ASAHAN#Aek Kuasan#37,500#5|
INDONESIA#SUMATERA UTARA#KAB. ASAHAN#Air Batu#37,500#5|
INDONESIA#SUMATERA UTARA#KAB. ASAHAN#Air Joman#37,500#5|
INDONESIA#SUMATERA UTARA#KAB. ASAHAN#Bandar Pasir Mandoge#37,500#5|
INDONESIA#SUMATERA UTARA#KAB. ASAHAN#Bandar Pulau#37,500#5|
INDONESIA#SUMATERA UTARA#KAB. ASAHAN#Buntu Pane#37,500#5|
INDONESIA#SUMATERA UTARA#KAB. ASAHAN#Kisaran#30,000#3|
INDONESIA#SUMATERA UTARA#KAB. ASAHAN#Kisaran Barat#30,000#3|
INDONESIA#SUMATERA UTARA#KAB. ASAHAN#Kisaran Timur#30,000#3|
INDONESIA#SUMATERA UTARA#KAB. ASAHAN#Meranti#37,500#5|
INDONESIA#SUMATERA UTARA#KAB. ASAHAN#Pulau Rakyat#37,500#5|
INDONESIA#SUMATERA UTARA#KAB. ASAHAN#Sei Kepayang#37,500#5|
INDONESIA#SUMATERA UTARA#KAB. ASAHAN#Simpang Empat#37,500#5|
INDONESIA#SUMATERA UTARA#KAB. ASAHAN#Tanjung Balai Asahan#37,500#5|
INDONESIA#SUMATERA UTARA#KAB. BATUBARA#Limapuluh#30,000#3|
INDONESIA#SUMATERA UTARA#KAB. BATUBARA#Medang Deras#37,500#5|
INDONESIA#SUMATERA UTARA#KAB. BATUBARA#Sei Suka#37,500#5|
INDONESIA#SUMATERA UTARA#KAB. BATUBARA#Air Putih#37,500#5|
INDONESIA#SUMATERA UTARA#KAB. BATUBARA#Talawi#37,500#5|
INDONESIA#SUMATERA UTARA#KAB. BATUBARA#Tanjung Tiram#37,500#5|
INDONESIA#SUMATERA UTARA#KAB. BATUBARA#Sei Balai#37,500#5|
INDONESIA#SUMATERA UTARA#KAB. DAIRI#Berampu#56,500#5|
INDONESIA#SUMATERA UTARA#KAB. DAIRI#Gunung Sitember#56,500#5|
INDONESIA#SUMATERA UTARA#KAB. DAIRI#Lae Parira#56,500#5|
INDONESIA#SUMATERA UTARA#KAB. DAIRI#Parbuluan#56,500#5|
INDONESIA#SUMATERA UTARA#KAB. DAIRI#Pegagan Hilir#56,500#5|
INDONESIA#SUMATERA UTARA#KAB. DAIRI#Sidikalang#45,000#3|
INDONESIA#SUMATERA UTARA#KAB. DAIRI#Siempat Nempu#56,500#5|
INDONESIA#SUMATERA UTARA#KAB. DAIRI#Siempat Nempu Hilir#56,500#5|
INDONESIA#SUMATERA UTARA#KAB. DAIRI#Siempat Nempu Hulu#56,500#5|
INDONESIA#SUMATERA UTARA#KAB. DAIRI#Silima Pungga-Pungga#56,500#5|
INDONESIA#SUMATERA UTARA#KAB. DAIRI#Sumbul#56,500#5|
INDONESIA#SUMATERA UTARA#KAB. DAIRI#Tanah Pinem#56,500#5|
INDONESIA#SUMATERA UTARA#KAB. DAIRI#Tiga Lingga#56,500#5|
INDONESIA#SUMATERA UTARA#KAB. DELI SERDANG#Bangun Purba#33,500#4|
INDONESIA#SUMATERA UTARA#KAB. DELI SERDANG#Batang Kuis#33,500#4|
INDONESIA#SUMATERA UTARA#KAB. DELI SERDANG#Beringin#33,500#4|
INDONESIA#SUMATERA UTARA#KAB. DELI SERDANG#Biru-Biru#33,500#4|
INDONESIA#SUMATERA UTARA#KAB. DELI SERDANG#Deli Tua#33,500#4|
INDONESIA#SUMATERA UTARA#KAB. DELI SERDANG#Galang#33,500#4|
INDONESIA#SUMATERA UTARA#KAB. DELI SERDANG#Gunung Meriah#33,500#4|
INDONESIA#SUMATERA UTARA#KAB. DELI SERDANG#Hamparan Perak#33,500#4|
INDONESIA#SUMATERA UTARA#KAB. DELI SERDANG#Kutalimbaru#33,500#4|
INDONESIA#SUMATERA UTARA#KAB. DELI SERDANG#Labuhan Deli#33,500#4|
INDONESIA#SUMATERA UTARA#KAB. DELI SERDANG#Lubuk Pakam#26,500#2|
INDONESIA#SUMATERA UTARA#KAB. DELI SERDANG#Namo Rambe#33,500#4|
INDONESIA#SUMATERA UTARA#KAB. DELI SERDANG#Pagar Marbau#33,500#4|
INDONESIA#SUMATERA UTARA#KAB. DELI SERDANG#Pancur Batu#33,500#4|
INDONESIA#SUMATERA UTARA#KAB. DELI SERDANG#Pantai Labu#33,500#4|
INDONESIA#SUMATERA UTARA#KAB. DELI SERDANG#Percut Sei Tuan#33,500#4|
INDONESIA#SUMATERA UTARA#KAB. DELI SERDANG#Petumbak#33,500#4|
INDONESIA#SUMATERA UTARA#KAB. DELI SERDANG#Sibolangit#33,500#4|
INDONESIA#SUMATERA UTARA#KAB. DELI SERDANG#Sinembah Tanjungmuda Hulu#33,500#4|
INDONESIA#SUMATERA UTARA#KAB. DELI SERDANG#Sinembah Tanjungmuda Hilir#33,500#4|
INDONESIA#SUMATERA UTARA#KAB. DELI SERDANG#Sunggal#33,500#4|
INDONESIA#SUMATERA UTARA#KAB. DELI SERDANG#Tanjung Morawa#33,500#4|
INDONESIA#SUMATERA UTARA#KAB. HUMBANG HASUDUTAN#Baktiraja#68,000#4|
INDONESIA#SUMATERA UTARA#KAB. HUMBANG HASUDUTAN#Dolok Sanggul#54,500#2|
INDONESIA#SUMATERA UTARA#KAB. HUMBANG HASUDUTAN#Lintong Nihuta#68,000#4|
